Disease_Trait	MeshId	MeshTerm
lifetime average cigarettes per day in chronic obstructive pulmonary disease	D029424	Pulmonary Disease, Chronic Obstructive
lifetime depression (mental health questionnaire)	D003866	Depressive Disorder
lifetime depression (mental health questionnaire) vs mental health questionnaire controls	D003866	Depressive Disorder
lifetime smoking index	D012907	Smoking
light vs. dark hair color	D006200	Hair Color
limited cutaneous systemic scleroderma	D045745	Scleroderma, Limited
lingual gyrus volume	D009461	Neurologic Manifestations
lipid levels in hepatitis c treatment	D019698	Hepatitis C, Chronic
lipid metabolism phenotypes	D050171	Dyslipidemias
lipid or lipoprotein levels	D050171	Dyslipidemias
lipid traits	D050171	Dyslipidemias
lipid traits (pleiotropy) (hipo component 1)	D002784	Cholesterol
lipid traits (pleiotropy) (hipo component 2)	D002784	Cholesterol
lip morphology	D019465	Craniofacial Abnormalities
lipopolysaccharide-binding protein measurement	D042643	Vascular Endothelial Growth Factor D
lipopolysaccharide induced cytokine levels	D036341	Intercellular Signaling Peptides and Proteins
lipoprotein (a) - cholesterol levels	D050171	Dyslipidemias
lipoprotein(a) levels adjusted for apolipoprotein(a) isoforms	D050171	Dyslipidemias
lipoprotein (a) levels	D050171	Dyslipidemias
lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention)	D050171	Dyslipidemias
lipoprotein (a) levels in response to niacin in statin-treated individuals	D004305	Dose-Response Relationship, Drug
lipoprotein-associated phospholipase a2 activity and mass	D002318	Cardiovascular Diseases
lipoprotein-associated phospholipase a2 activity change in response to darapladib treatment in cardiovascular disease (adjusted for baseline)	D002318	Cardiovascular Diseases
lipoprotein-associated phospholipase a2 activity change in response to darapladib treatment in cardiovascular disease	D054058	Acute Coronary Syndrome
lipoprotein-associated phospholipase a2 activity change in response to statin therapy	D020127	Recovery of Function
lipoprotein-associated phospholipase a2 (red blood cell fatty acid level interaction)	C031183	stearic acid
lipoprotein diameter	D001997	Bronchopulmonary Dysplasia
lipoprotein lipase levels	D008071	Lipoprotein Lipase
lipoprotein phospholipase a2 activity in cardiovascular disease	D003327	Coronary Disease
lip thickness	D019465	Craniofacial Abnormalities
liver disease biomarker	D008107	Liver Diseases
liver disease in chronic hepatitis b virus infection	D008107	Liver Diseases
liver disease severity in alagille syndrome	D008107	Liver Diseases
liver enzyme levels (alanine transaminase)	D008107	Liver Diseases
liver enzyme levels (alkaline phosphatase)	D008107	Liver Diseases
liver enzyme levels (aspartate transaminase)	D008107	Liver Diseases
liver enzyme levels	D008107	Liver Diseases
liver enzyme levels (gamma-glutamyl transferase)	D008107	Liver Diseases
liver fibrogenesis (alpha smooth muscle actin levels)	D008103	Liver Cirrhosis
liver fibrosis in non-alcoholic fatty liver disease	D008103	Liver Cirrhosis
liver fibrosis in pediatric non-alcoholic fatty acid liver disease	D065626	Non-alcoholic Fatty Liver Disease
liver fibrosis severity in hiv/hepatitis c co-infection	D015658	HIV Infections
liver fibrosis (total hepatic collagen content)	D008103	Liver Cirrhosis
liver injury in anti-retroviral drug treated hiv	D000163	Acquired Immunodeficiency Syndrome
liver injury in anti-tuberculosis drug treatment	D020127	Recovery of Function
liver injury in combined anti-retroviral and anti-tuberculosis drug-treated hiv with tuberculosis	D020127	Recovery of Function
liver iron content	D019189	Iron Metabolism Disorders
liver transplant-free survival in primary sclerosing cholangitis (time to event)	D015209	Cholangitis, Sclerosing
liver volume	D001837	Body Weights and Measures
lobar intracerebral hemorrhage	D002543	Cerebral Hemorrhage
lobar intracerebral hemorrhage (mtag)	D002543	Cerebral Hemorrhage
lobe attachment	D065817	Congenital Microtia
lobe attachment (rater scored)	D065817	Congenital Microtia
lobe attachment (rater-scored or self-reported)	D065817	Congenital Microtia
lobe size	D065817	Congenital Microtia
lobular breast cancer (menopausal hormone therapy interaction)	D018275	Carcinoma, Lobular
local cerebrospinal fluid p-tau levels (abnormal vs normal)	D024801	Tauopathies
local cerebrospinal fluid t-tau levels (abnormal vs normal)	D024801	Tauopathies
local histogram emphysema pattern	D004646	Emphysema
locus of control over disease	D007266	Inhibition, Psychological
logical memory (delayed recall)	D008569	Memory Disorders
logical memory (delayed recall) in alzheimer's disease dementia	D000544	Alzheimer Disease
logical memory (delayed recall) in mild cognitive impairment	D060825	Cognitive Dysfunction
logical memory (delayed recall) in normal cognition	D008569	Memory Disorders
logical memory (immediate recall)	D008569	Memory Disorders
logical memory (immediate recall) in alzheimer's disease dementia	D000544	Alzheimer Disease
logical memory (immediate recall) in mild cognitive impairment	D060825	Cognitive Dysfunction
logical memory (immediate recall) in normal cognition	D008569	Memory Disorders
loneliness	D008132	Loneliness
loneliness (linear analysis)	D008132	Loneliness
loneliness (mtag)	D008132	Loneliness
loneliness (multivariate analysis)	D008132	Loneliness
longevity (85 years and older)	D008136	Longevity
longevity (90 years and older)	D008136	Longevity
longevity (age >90th survival percentile)	D008136	Longevity
longevity (age >99th survival percentile)	D008136	Longevity
longevity	D008136	Longevity
longitudinal alcohol consumption	D000428	Alcohol Drinking
longitudinal brain connectivity change (characteristic path length)	D009461	Neurologic Manifestations
longitudinal brain connectivity change (global efficiency)	D009461	Neurologic Manifestations
longitudinal brain connectivity change (louvain modularity)	D009461	Neurologic Manifestations
longitudinal brain connectivity change (transitivity)	D009461	Neurologic Manifestations
longitudinal change in brain amyloid plaque burden	D058225	Plaque, Amyloid
longitudinal cocaine use	D019970	Cocaine-Related Disorders
long qt syndrome	D008133	Long QT Syndrome
long-term memory (delayed word recall task)	D057567	Memory, Long-Term
loose teeth	D055113	Chronic Periodontitis
low affinity immunoglobulin gamma fc region receptor ii-b levels	D042643	Vascular Endothelial Growth Factor D
low bone mineral density (hip)	D010024	Osteoporosis
low bone mineral density (spine)	D010024	Osteoporosis
low density lipoprotein cholesterol levels	D008078	Cholesterol, LDL
low density lipoprotein cholesterol levels (on statin treatment)	D008078	Cholesterol, LDL
low-density lipoprotein receptor levels	D042643	Vascular Endothelial Growth Factor D
low-density lipoprotein receptor-related protein 11 levels	D042643	Vascular Endothelial Growth Factor D
low density lipoprotein triglyceride levels	C032607	low density lipoprotein triglyceride
lower body strength	D053580	Muscle Strength
lower cheek morphology	D019465	Craniofacial Abnormalities
lower face length	D019465	Craniofacial Abnormalities
lower facial height	D019465	Craniofacial Abnormalities
lower facial morphology traits (ordinal measurement)	D019465	Craniofacial Abnormalities
lower facial morphology traits (quantitative measurement)	D019465	Craniofacial Abnormalities
low-grade serous and serous borderline ovarian cancer	D000077216	Carcinoma, Ovarian Epithelial
low-grade serous ovarian cancer	D000077216	Carcinoma, Ovarian Epithelial
low hand grip strength (60 years and older) (ewgsop)	D018737	Hand Strength
low hand grip strength (60 years and older) (fnih)	D018737	Hand Strength
low hdl-cholesterol levels	D008076	Cholesterol, HDL
low high density lipoprotein cholesterol levels	D052456	Hypoalphalipoproteinemias
low susceptibility to hepatitis c infection	D006526	Hepatitis C
low tan response	D055107	Suntan
low tension glaucoma	D057066	Low Tension Glaucoma
low urine ph	D011507	Proteinuria
low vwf levels	D014842	von Willebrand Diseases
low white blood cell count (conditioned on rs2814778)	D007958	Leukocyte Count
low white blood cell count	D007958	Leukocyte Count
lp (a) levels	D006951	Hyperlipoproteinemias
l-selectin levels	D015415	Biomarkers
lumbar spinal stenosis	D013130	Spinal Stenosis
lumbar spine bone mineral density	D010024	Osteoporosis
lumbar spine bone mineral density (integral)	D015519	Bone Density
lumbar spine bone mineral density or breast cancer (pleiotropy)	D001943	Breast Neoplasms
lumbar spine bone mineral density or coronary artery disease (pleiotropy)	D003324	Coronary Artery Disease
lumbar spine bone mineral density (trabecular)	D015519	Bone Density
lumbar spondylosis (disc space narrowing)	D055959	Intervertebral Disc Degeneration
lumbar spondylosis (kellgren-lawrence grade)	D055959	Intervertebral Disc Degeneration
lumbar spondylosis (presence and severity of osteophytes)	D055959	Intervertebral Disc Degeneration
lumbosacral radicular syndrome	D012585	Sciatica
lumbosacral radicular syndrome or lumbar spinal stenosis	D013130	Spinal Stenosis
lumiracoxib-related liver injury	D056486	Chemical and Drug Induced Liver Injury
lung adenocarcinoma (clinical stage)	D000077192	Adenocarcinoma of Lung
lung adenocarcinoma	D000077192	Adenocarcinoma of Lung
lung adenocarcinoma (survival time) in never smokers	D000077192	Adenocarcinoma of Lung
lung cancer and family history of lung cancer	D008175	Lung Neoplasms
lung cancer (asbestos exposure interaction)	D008175	Lung Neoplasms
lung cancer	D008175	Lung Neoplasms
lung cancer (dna repair capacity)	D049914	DNA Repair-Deficiency Disorders
lung cancer (household air pollution interaction)	D008175	Lung Neoplasms
lung cancer in ever smokers	D008175	Lung Neoplasms
lung cancer in never smokers	D008175	Lung Neoplasms
lung cancer prognosis in former smokers	D002289	Carcinoma, Non-Small-Cell Lung
lung cancer (smoking interaction)	D008175	Lung Neoplasms
lung cancer (snp x snp interaction)	D008175	Lung Neoplasms
lung cancer (survival time) in never smokers	D009369	Neoplasms
lung cancer x radon exposure interaction (1df)	D008175	Lung Neoplasms
lung disease severity in cystic fibrosis	D008171	Lung Diseases
lung function	D012129	Respiratory Function Tests
lung function (fev1)	D005541	Forced Expiratory Volume
lung function (fev1/fvc)	D008171	Lung Diseases
lung function (fev1/fvc) in asthma	D008171	Lung Diseases
lung function (fev1/fvc) in asthma (dust mite allergen exposure interaction)	D001249	Asthma
lung function (fev1/fvc) variance	D008171	Lung Diseases
lung function (fev1) in asthma	D005541	Forced Expiratory Volume
lung function (fev1) in asthma (dust mite allergen exposure interaction)	D005541	Forced Expiratory Volume
lung function (fev1) variance	D005541	Forced Expiratory Volume
lung function (forced expiratory flow during mid-portion (25% and 75%) of forced vital capacity)	D008450	Maximal Midexpiratory Flow Rate
lung function (forced expiratory volume in 1 second)	D005541	Forced Expiratory Volume
lung function (forced vital capacity)	D014797	Vital Capacity
lung function (forced vital capacity) variance	D014797	Vital Capacity
lung function (fvc)	D014797	Vital Capacity
lung function (fvc) in asthma	D014797	Vital Capacity
lung function in heavy smokers (high fev1 vs average fev1)	D005541	Forced Expiratory Volume
lung function in heavy smokers (low fev1 vs average fev1)	D005541	Forced Expiratory Volume
lung function in heavy smokers (low fev1 vs high fev1)	D005541	Forced Expiratory Volume
lung function in never smokers (high fev1 vs average fev1)	D005541	Forced Expiratory Volume
lung function in never smokers (low fev1 vs average fev1)	D005541	Forced Expiratory Volume
lung function in never smokers (low fev1 vs high fev1)	D005541	Forced Expiratory Volume
lung function (low fev1 vs high fev1)	D005541	Forced Expiratory Volume
lung function (low fev1 vs high fev1) x smoking interaction	D005541	Forced Expiratory Volume
lung function (maximal voluntary ventilation)	D012129	Respiratory Function Tests
lung function x fine particulate matter exposure levels interaction	D008171	Lung Diseases
lung volume	D008176	Lung Volume Measurements
lupus	D008180	Lupus Erythematosus, Systemic
lupus nephritis	D008181	Lupus Nephritis
lupus nephritis in systemic lupus erythematosus	D008180	Lupus Erythematosus, Systemic
luteinizing hormone levels	D007986	Luteinizing Hormone
luteinizing hormone levels in healthy women	D007986	Luteinizing Hormone
luteinizing hormone levels in polycystic ovary syndrome	D011085	Polycystic Ovary Syndrome
lymphangioleiomyomatosis	D018192	Lymphangioleiomyomatosis
lymphangioleiomyomatosis (sporadic)	D018192	Lymphangioleiomyomatosis
lymphocyte absolute count	D042643	Vascular Endothelial Growth Factor D
lymphocyte count	D018655	Lymphocyte Count
lymphocyte counts	D018655	Lymphocyte Count
lymphocyte %leukocyte	D042643	Vascular Endothelial Growth Factor D
lymphocyte percentage of white cells	D007154	Immune System Diseases
lymphocytic leukemia	D007945	Leukemia, Lymphoid
lymphoid leukemia	D007945	Leukemia, Lymphoid
lymphoma	D008223	Lymphoma
lymphopenia	D008231	Lymphopenia
lymphotoxin-beta receptor levels	D042643	Vascular Endothelial Growth Factor D
lysine levels	D015415	Biomarkers
lysophosphatidic acid phosphatase type 6 levels	D042643	Vascular Endothelial Growth Factor D
lysophosphatidylcholine acyl c14:0 levels	D008244	Lysophosphatidylcholines
lysophosphatidylcholine acyl c16:0 levels	D008244	Lysophosphatidylcholines
lysophosphatidylcholine acyl c16:1 levels	D008244	Lysophosphatidylcholines
lysophosphatidylcholine acyl c17:0 levels	D008244	Lysophosphatidylcholines
lysophosphatidylcholine acyl c18:0 levels	D008244	Lysophosphatidylcholines
